client_hash_id,decline_score,reason_codes
client_fef1a8f436438636,0.955,unstable ranking position; already low impressions; over-reliant on one query
client_8ddc46da5414ffd8,0.955,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.955,unstable ranking position; over-reliant on one query
client_62f4a7e64f5e0096,0.955,relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_8ddc46da5414ffd8,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_fef1a8f436438636,0.955,"moderate signals, no single driver"
client_fef1a8f436438636,0.955,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.955,unstable ranking position; over-reliant on one query
client_e5c2aa26a8598242,0.955,"moderate signals, no single driver"
client_fef1a8f436438636,0.955,unstable ranking position; already low impressions; over-reliant on one query
client_fef1a8f436438636,0.955,over-reliant on one query
client_fef1a8f436438636,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,over-reliant on one query
client_fef1a8f436438636,0.955,"moderate signals, no single driver"
client_fef1a8f436438636,0.955,over-reliant on one query
client_73cda7b4e4f265ea,0.955,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.955,unstable ranking position
client_9958f0a7ae1df715,0.955,relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_e5c2aa26a8598242,0.955,unstable ranking position
client_e5c2aa26a8598242,0.955,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.955,unstable ranking position
client_73cda7b4e4f265ea,0.955,unstable ranking position; relies on rare/long-tail queries; over-reliant on one query
client_fef1a8f436438636,0.955,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.955,unstable ranking position
client_fef1a8f436438636,0.955,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.955,unstable ranking position; over-reliant on one query
client_73cda7b4e4f265ea,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,unstable ranking position; over-reliant on one query
client_73cda7b4e4f265ea,0.955,over-reliant on one query
client_fef1a8f436438636,0.955,unstable ranking position; already low impressions
client_fef1a8f436438636,0.955,"moderate signals, no single driver"
client_fef1a8f436438636,0.955,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,unstable ranking position; over-reliant on one query
client_fef1a8f436438636,0.955,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.955,unstable ranking position
client_62f4a7e64f5e0096,0.955,unstable ranking position
client_62f4a7e64f5e0096,0.955,over-reliant on one query
client_73cda7b4e4f265ea,0.955,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.955,over-reliant on one query
client_e5c2aa26a8598242,0.955,unstable ranking position
client_62f4a7e64f5e0096,0.955,relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.955,unstable ranking position; relies on rare/long-tail queries; over-reliant on one query
client_e5c2aa26a8598242,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,unstable ranking position
client_fef1a8f436438636,0.955,unstable ranking position
client_fef1a8f436438636,0.955,unstable ranking position
client_e5c2aa26a8598242,0.955,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,unstable ranking position; over-reliant on one query
client_73cda7b4e4f265ea,0.955,unstable ranking position
client_73cda7b4e4f265ea,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,over-reliant on one query
client_fef1a8f436438636,0.955,unstable ranking position; over-reliant on one query
client_62f4a7e64f5e0096,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_8ddc46da5414ffd8,0.955,"moderate signals, no single driver"
client_3197e6291363b4db,0.955,unstable ranking position; over-reliant on one query
client_9958f0a7ae1df715,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.955,over-reliant on one query
client_73cda7b4e4f265ea,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_8ddc46da5414ffd8,0.955,unstable ranking position; over-reliant on one query
client_73cda7b4e4f265ea,0.955,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.955,"moderate signals, no single driver"
client_fef1a8f436438636,0.955,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.955,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_fef1a8f436438636,0.955,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_e5c2aa26a8598242,0.955,"moderate signals, no single driver"
client_fef1a8f436438636,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_fef1a8f436438636,0.955,unstable ranking position
client_3197e6291363b4db,0.955,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.955,unstable ranking position
client_73cda7b4e4f265ea,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_9958f0a7ae1df715,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.955,unstable ranking position; over-reliant on one query
client_73cda7b4e4f265ea,0.955,unstable ranking position
client_73cda7b4e4f265ea,0.955,relies on rare/long-tail queries
client_fef1a8f436438636,0.955,unstable ranking position; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.955,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.955,unstable ranking position; already low impressions
client_fef1a8f436438636,0.955,unstable ranking position
client_e5c2aa26a8598242,0.955,unstable ranking position; over-reliant on one query
client_73cda7b4e4f265ea,0.955,unstable ranking position; over-reliant on one query
client_62f4a7e64f5e0096,0.955,unstable ranking position
client_e5c2aa26a8598242,0.955,unstable ranking position
client_fef1a8f436438636,0.955,unstable ranking position
client_73cda7b4e4f265ea,0.955,unstable ranking position; relies on rare/long-tail queries
client_fef1a8f436438636,0.955,unstable ranking position
client_fef1a8f436438636,0.955,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.955,over-reliant on one query
client_fef1a8f436438636,0.955,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.95,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.95,unstable ranking position; already low impressions
client_fef1a8f436438636,0.95,over-reliant on one query
client_fef1a8f436438636,0.95,unstable ranking position
client_fef1a8f436438636,0.95,unstable ranking position; over-reliant on one query
client_73cda7b4e4f265ea,0.95,unstable ranking position
client_e5c2aa26a8598242,0.95,unstable ranking position
client_e5c2aa26a8598242,0.95,unstable ranking position; over-reliant on one query
client_e5c2aa26a8598242,0.95,unstable ranking position; over-reliant on one query
client_62f4a7e64f5e0096,0.95,unstable ranking position; over-reliant on one query
client_e5c2aa26a8598242,0.95,unstable ranking position
client_fef1a8f436438636,0.95,unstable ranking position
client_3197e6291363b4db,0.95,unstable ranking position
client_e5c2aa26a8598242,0.95,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.95,"moderate signals, no single driver"
client_fef1a8f436438636,0.95,"moderate signals, no single driver"
client_fef1a8f436438636,0.95,"moderate signals, no single driver"
client_fef1a8f436438636,0.95,unstable ranking position; relies on rare/long-tail queries; over-reliant on one query
client_b77d0d5f08f05e64,0.95,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.95,unstable ranking position
client_62f4a7e64f5e0096,0.95,unstable ranking position
client_62f4a7e64f5e0096,0.95,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.95,unstable ranking position
client_9958f0a7ae1df715,0.95,unstable ranking position; already low impressions; over-reliant on one query
client_e5c2aa26a8598242,0.95,unstable ranking position
client_fef1a8f436438636,0.95,unstable ranking position; already low impressions; over-reliant on one query
client_9958f0a7ae1df715,0.95,unstable ranking position; over-reliant on one query
client_62f4a7e64f5e0096,0.95,already low impressions; over-reliant on one query
client_fef1a8f436438636,0.95,unstable ranking position
client_3197e6291363b4db,0.95,unstable ranking position
client_fef1a8f436438636,0.95,unstable ranking position; over-reliant on one query
client_8ddc46da5414ffd8,0.95,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.95,"moderate signals, no single driver"
client_fef1a8f436438636,0.95,unstable ranking position
client_fef1a8f436438636,0.95,unstable ranking position; over-reliant on one query
client_73cda7b4e4f265ea,0.95,unstable ranking position
client_62f4a7e64f5e0096,0.95,"moderate signals, no single driver"
client_fef1a8f436438636,0.95,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.95,unstable ranking position; relies on rare/long-tail queries; over-reliant on one query
client_73cda7b4e4f265ea,0.95,unstable ranking position
client_fef1a8f436438636,0.95,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.95,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.95,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.95,unstable ranking position; over-reliant on one query
client_73cda7b4e4f265ea,0.95,"moderate signals, no single driver"
client_fef1a8f436438636,0.95,unstable ranking position; over-reliant on one query
client_73cda7b4e4f265ea,0.95,unstable ranking position; already low impressions; over-reliant on one query
client_fef1a8f436438636,0.95,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.95,unstable ranking position
client_62f4a7e64f5e0096,0.95,unstable ranking position
client_62f4a7e64f5e0096,0.95,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.95,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.95,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.95,unstable ranking position; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.95,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.95,over-reliant on one query
client_fef1a8f436438636,0.95,unstable ranking position
client_fef1a8f436438636,0.95,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.95,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.95,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
